word,series_frequency,english_frequency,filter_reason,vocabulary_level
lord,29,52474647,Oxford 3000,N/A
father,13,54388623,Oxford 3000,A1
master,13,77138444,Oxford 3000,B2
bear,9,54908230,Oxford 3000,A2
fair,8,53602058,Oxford 3000,A2
hair,8,61313062,Oxford 3000,A1
dead,7,48412882,Oxford 3000,A2
alive,6,16064787,Easy word (easy_words.csv),B1
leave,6,70957750,Oxford 3000,A1
sword,6,11815118,Vocabulary level below C (B2),B2
battle,5,36341684,Oxford 3000,B1
enough,5,83592616,Oxford 3000,A2
fight,5,34268222,Oxford 3000,B1
tonight,5,20720362,Oxford 3000,A1
understand,5,65846056,Oxford 3000,A1
kill,5,31335290,Oxford 3000,A2
lady,5,58395651,Oxford 3000,B1
taken,5,87019836,"High English frequency (87,019,836 > 20,000,000)",N/A
summer,5,70182891,Oxford 3000,A1
covered,5,37662109,Oxford 3000,N/A
woman,5,71398090,Oxford 3000,A1
maybe,5,51946944,Oxford 3000,A2
walk,5,46873435,Oxford 3000,A1
blood,5,61544877,Oxford 3000,A2
worth,5,48099042,Oxford 3000,N/A
army,4,46902606,Oxford 3000,C2
trying,4,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
wrong,4,49934294,Oxford 3000,A1
die,4,54277728,Oxford 3000,A1
mill,4,25569120,"High English frequency (25,569,120 > 20,000,000)",N/A
win,4,79848750,Oxford 3000,A2
known,4,86436041,"High English frequency (86,436,041 > 20,000,000)",B2
none,4,85548408,Oxford 3000,B1
bring,4,74972410,Oxford 3000,A2
coin,4,26545061,Oxford 3000,B1
quite,4,58809324,Oxford 3000,A2
told,4,57248600,"High English frequency (57,248,600 > 20,000,000)",N/A
nothing,4,73363579,Oxford 3000,A2
fighting,4,20036994,Oxford 3000,B2
sit,4,24359793,Oxford 3000,A1
enemy,4,20766378,Oxford 3000,B1
unless,4,52436419,Oxford 3000,B1
wall,4,74268226,Oxford 3000,A1
iron,4,35668530,Oxford 3000,B1
son,4,71254769,Oxford 3000,A1
owe,4,4425354,Oxford 3000,B1
debt,4,55609419,Oxford 3000,B2
soldier,3,26207707,Oxford 3000,B1
burn,3,23062858,Oxford 3000,B1
castle,3,20908984,Oxford 3000,A2
fail,3,42160728,Oxford 3000,A2
doing,3,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
wait,3,41363575,Oxford 3000,A1
mountain,3,69961397,Oxford 3000,A2
took,3,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
wanted,3,63301836,"High English frequency (63,301,836 > 20,000,000)",N/A
peace,3,47872263,Oxford 3000,B1
wolf,3,16362886,Vocabulary level below C (B2),B2
hear,3,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
honey,3,10476847,Vocabulary level below C (A2),A2
chain,3,45851350,Oxford 3000,A2
prisoner,3,12036928,Oxford 3000,B1
remember,3,84324100,Oxford 3000,A1
surprised,3,10158243,Oxford 3000,A2
died,3,35803272,"High English frequency (35,803,272 > 20,000,000)",N/A
waiting,3,30170505,"High English frequency (30,170,505 > 20,000,000)",N/A
eat,3,32034082,Oxford 3000,A1
fear,3,34286384,Oxford 3000,B1
hide,3,28857707,Oxford 3000,B1
gave,3,36576222,"High English frequency (36,576,222 > 20,000,000)",N/A
ride,3,32614205,Oxford 3000,A1
gone,3,34511028,"High English frequency (34,511,028 > 20,000,000)",N/A
cannot,3,88737,Oxford 3000,A1
punishment,3,7967117,Oxford 3000,B2
significant,3,58338630,Oxford 3000,B2
