word,series_frequency,english_frequency,filter_reason,vocabulary_level
okay,45,15466771,Easy word (easy_words.csv),N/A
wait,17,41363575,Oxford 3000,A1
alright,16,3632981,Vocabulary level below C (A1),A1
shelter,11,11694053,Oxford 3000,B2
wedding,9,72287352,Oxford 3000,B1
guy,9,82889911,Oxford 3000,A2
sir,9,20704773,Oxford 3000,B1
judge,9,41823225,Oxford 3000,B1
coming,8,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
officer,7,77438291,Oxford 3000,B1
sit,7,24359793,Oxford 3000,A1
grey,7,18587863,Oxford 3000,A1
daughter,7,33796898,Oxford 3000,A1
alarm,7,21534294,Oxford 3000,B1
everyone,7,64547036,Oxford 3000,A2
alert,7,55193166,"High English frequency (55,193,166 > 20,000,000)",C1
false,7,33476460,Oxford 3000,B1
happy,6,63486618,Oxford 3000,A1
stay,6,86241601,Oxford 3000,A1
everything,6,91495139,Oxford 3000,A2
enough,6,83592616,Oxford 3000,A2
trying,6,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
safe,6,64247128,Oxford 3000,A1
maybe,5,51946944,Oxford 3000,A2
morning,5,55268727,Oxford 3000,A1
driver,5,78722091,Oxford 3000,A1
bomb,5,14027919,Easy word (easy_words.csv),B1
scared,5,5071401,Oxford 3000,B1
pretty,5,51699969,Oxford 3000,A2
heaven,5,22161578,Easy word (easy_words.csv),B2
fine,4,75242969,Oxford 3000,A1
heat,4,41077034,Oxford 3000,B1
rest,4,55957144,Oxford 3000,A2
heard,4,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
catch,4,23016856,Oxford 3000,A1
told,4,57248600,"High English frequency (57,248,600 > 20,000,000)",N/A
anything,4,75999346,Oxford 3000,A1
horn,4,10468945,Vocabulary level below C (B2),B2
nothing,4,73363579,Oxford 3000,A2
lie,4,29713856,Oxford 3000,A2
revenge,4,6655322,Vocabulary level below C (B2),B2
honey,4,10476847,Vocabulary level below C (A2),A2
daddy,4,9928046,Easy word (easy_words.csv),N/A
truth,4,37860395,Oxford 3000,B2
knew,4,31636418,"High English frequency (31,636,418 > 20,000,000)",N/A
worthy,4,6960825,Easy word (easy_words.csv),C1
noon,4,9917780,Vocabulary level below C (A2),A2
fear,4,34286384,Oxford 3000,B1
totally,3,24276857,Oxford 3000,B1
reservation,3,46242079,Oxford 3000,B1
hope,3,83608473,Oxford 3000,A2
serious,3,38316678,Oxford 3000,B1
invitation,3,13737232,Oxford 3000,A2
saying,3,38415068,Easy word (easy_words.csv),C2
wave,3,23713001,Oxford 3000,B1
arrest,3,9888940,Oxford 3000,B1
academy,3,31231256,"High English frequency (31,231,256 > 20,000,000)",N/A
stand,3,65383320,Oxford 3000,A2
sorry,3,35595812,Oxford 3000,A1
fool,3,10735163,Easy word (easy_words.csv),B1
took,3,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
yellow,3,82326052,Oxford 3000,A1
nice,3,69395609,Oxford 3000,A1
changed,3,45453557,"High English frequency (45,453,557 > 20,000,000)",N/A
prisoner,3,12036928,Oxford 3000,B1
touch,3,39762539,Oxford 3000,B1
likely,3,55669441,Oxford 3000,B1
cause,3,65904680,Oxford 3000,B2
shut,3,12663576,Oxford 3000,A2
gone,3,34511028,"High English frequency (34,511,028 > 20,000,000)",N/A
ground,3,73622412,Oxford 3000,B1
outside,3,67458757,Oxford 3000,A1
hold,3,82741121,Oxford 3000,A2
